channel_name,video_title,release_date_1,release_date_2,video_link,video_duration (min),voice
Ali_Muhammad_Ali,عودة تطبيق سلطة الإنجاز,3,day,https://www.youtube.com/watch?v=-iJamVP5Rn4,32,voice 4
Ali_Muhammad_Ali,التخطيط-أمهات منجزات-الوعي المالي-علي وكتاب-سلطة الإنجاز,11,day,https://www.youtube.com/watch?v=je3TRmeeeoQ,4,voice 4
Ali_Muhammad_Ali,إنجاز على نار هادئة / شعلة الموقد الخلفية,2,week,https://www.youtube.com/watch?v=PNyFdGKIjzY,5,voice 4
Ali_Muhammad_Ali,الصياد المكسيكي وفخ السعادة,3,week,https://www.youtube.com/watch?v=TAaMKX4tbx8,7,voice 4
Ali_Muhammad_Ali,كيفية الاستثمار في النفس,1,month,https://www.youtube.com/watch?v=oHgZuV1drKc,14,voice 4
Ali_Muhammad_Ali,تعلم اللغات مع عبدالله فاروق - بودكاست إطناب,1,month,https://www.youtube.com/watch?v=U-npOf3jGt8,58,voice 4
Ali_Muhammad_Ali,الحرية المالية - ملخص كتب الثراء,1,month,https://www.youtube.com/watch?v=dcvbo-RdeWw,30,voice 4
Ali_Muhammad_Ali,طريق الثراء السريع - ملخص كتب الثراء,1,month,https://www.youtube.com/watch?v=9ztkB7gr8po,40,voice 4
Ali_Muhammad_Ali,طريق الثراء التقليدي - ملخص كتب الثراء,1,month,https://www.youtube.com/watch?v=J_ComKnl1hk,1,voice 4
Ali_Muhammad_Ali,عقلية الثراء - ملخص كتب الثراء ج2,1,month,https://www.youtube.com/watch?v=hdS30nnhNZo,31,voice 4
Ali_Muhammad_Ali,ملخص كتب الثراء - مقدمة لابد منها,1,month,https://www.youtube.com/watch?v=SzhK7Q-pY0U,30,voice 4
Ali_Muhammad_Ali,مشروع اليوم الواحد,2,month,https://www.youtube.com/watch?v=mpN27FKUr5g,7,voice 4
Ali_Muhammad_Ali,غزة وآلام الخذلان,2,month,https://www.youtube.com/watch?v=bZV0nxvL4FU,15,voice 4
Ali_Muhammad_Ali,ثورة الجلوكوز - علي وكتاب,3,month,https://www.youtube.com/watch?v=FLfyjfbThfA,34,voice 4
Ali_Muhammad_Ali,تطبيقات بديلة لـ Google Podcasts,3,month,https://www.youtube.com/watch?v=bC8BMMmwO8U,2,voice 4
